Clinical	01A	MappedSampleName	01A	MappedFileName
TCGA-EM-A3SX	TCGA-EM-A3SX-01A	6C98025F-3F8A-4851-833D-5D82771C3CA9	TCGA-EM-A3SX-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.6C98025F-3F8A-4851-833D-5D82771C3CA9.txt
TCGA-EM-A3SY	TCGA-EM-A3SY-01A	B9ACC684-7ACA-4BFE-BF5F-F1947D461DDE	TCGA-EM-A3SY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B9ACC684-7ACA-4BFE-BF5F-F1947D461DDE.txt
TCGA-EM-A3SZ	TCGA-EM-A3SZ-01A	36BD699E-4ED0-48CB-95B4-C403EB595212	TCGA-EM-A3SZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.36BD699E-4ED0-48CB-95B4-C403EB595212.txt
TCGA-EM-A4FF	TCGA-EM-A4FF-01A	#N/A	TCGA-EM-A4FF-01A	0
TCGA-EM-A4FH	TCGA-EM-A4FH-01A	8605E246-BD07-49BF-BE4C-1CF6D91F01E3	TCGA-EM-A4FH-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8605E246-BD07-49BF-BE4C-1CF6D91F01E3.txt
TCGA-EM-A4FK	TCGA-EM-A4FK-01A	#N/A	TCGA-EM-A4FK-01A	0
TCGA-EM-A4FM	TCGA-EM-A4FM-01A	#N/A	TCGA-EM-A4FM-01A	0
TCGA-EM-A4FN	TCGA-EM-A4FN-01A	#N/A	TCGA-EM-A4FN-01A	0
TCGA-EM-A4FO	TCGA-EM-A4FO-01A	#N/A	TCGA-EM-A4FO-01A	0
TCGA-EM-A4FQ	TCGA-EM-A4FQ-01A	#N/A	TCGA-EM-A4FQ-01A	0
TCGA-EM-A4FR	TCGA-EM-A4FR-01A	#N/A	TCGA-EM-A4FR-01A	0
TCGA-EM-A4FU	TCGA-EM-A4FU-01A	#N/A	TCGA-EM-A4FU-01A	0
TCGA-EM-A4FV	TCGA-EM-A4FV-01A	#N/A	TCGA-EM-A4FV-01A	0
TCGA-EM-A4G1	TCGA-EM-A4G1-01A	B0C8339E-CAEA-42ED-8DBB-886F48F48FF2	TCGA-EM-A4G1-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B0C8339E-CAEA-42ED-8DBB-886F48F48FF2.txt
TCGA-ET-A25G	TCGA-ET-A25G-01A	99D3099E-0D5B-4418-B21D-84BC7EC0D7CC	TCGA-ET-A25G-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.99D3099E-0D5B-4418-B21D-84BC7EC0D7CC.txt
TCGA-ET-A25I	TCGA-ET-A25I-01A	#N/A	TCGA-ET-A25I-01A	0
TCGA-ET-A25J	TCGA-ET-A25J-01A	#N/A	TCGA-ET-A25J-01A	0
TCGA-ET-A25K	TCGA-ET-A25K-01A	#N/A	TCGA-ET-A25K-01A	0
TCGA-ET-A25L	TCGA-ET-A25L-01A	CF9C1471-D134-4B72-AD13-A39834D9D8B9	TCGA-ET-A25L-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.CF9C1471-D134-4B72-AD13-A39834D9D8B9.txt
TCGA-ET-A25M	TCGA-ET-A25M-01A	7EE0F107-609A-496E-9C4B-EAE7B20B5292	TCGA-ET-A25M-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.7EE0F107-609A-496E-9C4B-EAE7B20B5292.txt
TCGA-ET-A25N	TCGA-ET-A25N-01A	#N/A	TCGA-ET-A25N-01A	0
TCGA-ET-A25O	TCGA-ET-A25O-01A	19536DA7-C1C5-432B-AE08-90981F97437E	TCGA-ET-A25O-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.19536DA7-C1C5-432B-AE08-90981F97437E.txt
TCGA-ET-A25P	TCGA-ET-A25P-01A	#N/A	TCGA-ET-A25P-01A	0
TCGA-ET-A25R	TCGA-ET-A25R-01A	#N/A	TCGA-ET-A25R-01A	0
TCGA-ET-A2MX	TCGA-ET-A2MX-01A	0243B219-6268-4F46-AF95-E61F84791E62	TCGA-ET-A2MX-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0243B219-6268-4F46-AF95-E61F84791E62.txt
TCGA-ET-A2MY	TCGA-ET-A2MY-01A	2705A660-3A1C-488B-BBC9-3FDF1F9FC705	TCGA-ET-A2MY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.2705A660-3A1C-488B-BBC9-3FDF1F9FC705.txt
TCGA-ET-A2MZ	TCGA-ET-A2MZ-01A	12C603DE-1859-4315-B899-DEFEC4D4B9F8	TCGA-ET-A2MZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.12C603DE-1859-4315-B899-DEFEC4D4B9F8.txt
TCGA-ET-A2N0	TCGA-ET-A2N0-01A	8DB53F2D-D964-49B2-9D9C-AEA3DD9E02F2	TCGA-ET-A2N0-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8DB53F2D-D964-49B2-9D9C-AEA3DD9E02F2.txt
TCGA-ET-A2N1	TCGA-ET-A2N1-01A	CE713A03-0268-4624-B3DC-B36F9ABDAE10	TCGA-ET-A2N1-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.CE713A03-0268-4624-B3DC-B36F9ABDAE10.txt
TCGA-ET-A2N3	TCGA-ET-A2N3-01A	#N/A	TCGA-ET-A2N3-01A	0
TCGA-ET-A2N4	TCGA-ET-A2N4-01A	7E66C641-98C9-47CC-B359-318415FF8020	TCGA-ET-A2N4-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.7E66C641-98C9-47CC-B359-318415FF8020.txt
TCGA-ET-A2N5	TCGA-ET-A2N5-01A	A45BDFA9-B980-4081-8C01-15B6639D83DB	TCGA-ET-A2N5-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A45BDFA9-B980-4081-8C01-15B6639D83DB.txt
TCGA-ET-A39I	TCGA-ET-A39I-01A	7B6B7EE8-B64D-4038-BFC4-7F9CB5E42D63	TCGA-ET-A39I-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.7B6B7EE8-B64D-4038-BFC4-7F9CB5E42D63.txt
TCGA-ET-A39J	TCGA-ET-A39J-01A	31E5B820-8114-48D8-9CB9-2B337D8648CD	TCGA-ET-A39J-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.31E5B820-8114-48D8-9CB9-2B337D8648CD.txt
TCGA-ET-A39K	TCGA-ET-A39K-01A	#N/A	TCGA-ET-A39K-01A	0
TCGA-ET-A39L	TCGA-ET-A39L-01A	D2BA4D93-98B4-4279-BDF8-2D230A64A791	TCGA-ET-A39L-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D2BA4D93-98B4-4279-BDF8-2D230A64A791.txt
TCGA-ET-A39M	TCGA-ET-A39M-01A	987F8831-ED7B-4F53-80D3-28D878C29D83	TCGA-ET-A39M-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.987F8831-ED7B-4F53-80D3-28D878C29D83.txt
TCGA-ET-A39N	TCGA-ET-A39N-01A	DB992415-9E91-4A77-9CC6-A12534EA2D49	TCGA-ET-A39N-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.DB992415-9E91-4A77-9CC6-A12534EA2D49.txt
TCGA-ET-A39O	TCGA-ET-A39O-01A	#N/A	TCGA-ET-A39O-01A	0
TCGA-ET-A39P	TCGA-ET-A39P-01A	6D7CD111-94F2-4B1B-8E6A-81801B4818A9	TCGA-ET-A39P-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.6D7CD111-94F2-4B1B-8E6A-81801B4818A9.txt
TCGA-ET-A39R	TCGA-ET-A39R-01A	8C552BAE-D941-4819-9913-E70F0F6E2E21	TCGA-ET-A39R-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8C552BAE-D941-4819-9913-E70F0F6E2E21.txt
TCGA-ET-A39S	TCGA-ET-A39S-01A	#N/A	TCGA-ET-A39S-01A	0
TCGA-ET-A39T	TCGA-ET-A39T-01A	277BF90A-0A35-4197-B901-8EAF7B4EC4D9	TCGA-ET-A39T-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.277BF90A-0A35-4197-B901-8EAF7B4EC4D9.txt
TCGA-ET-A3BN	TCGA-ET-A3BN-01A	985BB639-A381-4AA7-AA46-25364117A90B	TCGA-ET-A3BN-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.985BB639-A381-4AA7-AA46-25364117A90B.txt
TCGA-ET-A3BO	TCGA-ET-A3BO-01A	#N/A	TCGA-ET-A3BO-01A	0
TCGA-ET-A3BP	TCGA-ET-A3BP-01A	43472216-D38B-4BF8-B9D2-F4E7B20A7DF3	TCGA-ET-A3BP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.43472216-D38B-4BF8-B9D2-F4E7B20A7DF3.txt
TCGA-ET-A3BQ	TCGA-ET-A3BQ-01A	#N/A	TCGA-ET-A3BQ-01A	0
TCGA-ET-A3BS	TCGA-ET-A3BS-01A	66E77F31-9F1E-419E-90A5-9F9BB2B4CB17	TCGA-ET-A3BS-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.66E77F31-9F1E-419E-90A5-9F9BB2B4CB17.txt
TCGA-ET-A3BT	TCGA-ET-A3BT-01A	B88A2C71-6A30-494F-8F88-D736A0335027	TCGA-ET-A3BT-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B88A2C71-6A30-494F-8F88-D736A0335027.txt
TCGA-ET-A3BU	TCGA-ET-A3BU-01A	29C8B8BF-8664-4DBF-87EE-0EB5CD24F86A	TCGA-ET-A3BU-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.29C8B8BF-8664-4DBF-87EE-0EB5CD24F86A.txt
TCGA-ET-A3BV	TCGA-ET-A3BV-01A	1CACED58-29C4-49B3-A5EA-EC0126DDF356	TCGA-ET-A3BV-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1CACED58-29C4-49B3-A5EA-EC0126DDF356.txt
TCGA-ET-A3BW	TCGA-ET-A3BW-01A	21F68464-D87D-479A-83D7-0F330E003C06	TCGA-ET-A3BW-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.21F68464-D87D-479A-83D7-0F330E003C06.txt
TCGA-ET-A3BX	TCGA-ET-A3BX-01A	144092A6-2BAA-4B00-A804-E6914E60F4DD	TCGA-ET-A3BX-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.144092A6-2BAA-4B00-A804-E6914E60F4DD.txt
TCGA-ET-A3DO	TCGA-ET-A3DO-01A	EA918655-BF9F-44FF-A5E5-E7D909C1719A	TCGA-ET-A3DO-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.EA918655-BF9F-44FF-A5E5-E7D909C1719A.txt
TCGA-ET-A3DP	TCGA-ET-A3DP-01A	965CA7A6-BA98-47DA-ACBC-D182AD68F325	TCGA-ET-A3DP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.965CA7A6-BA98-47DA-ACBC-D182AD68F325.txt
TCGA-ET-A3DQ	TCGA-ET-A3DQ-01A	#N/A	TCGA-ET-A3DQ-01A	0
TCGA-ET-A3DR	TCGA-ET-A3DR-01A	#N/A	TCGA-ET-A3DR-01A	0
TCGA-ET-A3DS	TCGA-ET-A3DS-01A	7F9CBA4C-94F0-44BC-AB9C-85EAE84013AE	TCGA-ET-A3DS-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.7F9CBA4C-94F0-44BC-AB9C-85EAE84013AE.txt
TCGA-ET-A3DT	TCGA-ET-A3DT-01A	B790F9A2-105F-463E-AC29-2C9BD46AB8EB	TCGA-ET-A3DT-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B790F9A2-105F-463E-AC29-2C9BD46AB8EB.txt
TCGA-ET-A3DU	TCGA-ET-A3DU-01A	#N/A	TCGA-ET-A3DU-01A	0
TCGA-ET-A3DV	TCGA-ET-A3DV-01A	393A218C-FECD-45AF-96A4-1C230BB26F31	TCGA-ET-A3DV-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.393A218C-FECD-45AF-96A4-1C230BB26F31.txt
TCGA-ET-A3DW	TCGA-ET-A3DW-01A	C5FBFC9B-99B0-4D7A-BFD5-6F9107B3E212	TCGA-ET-A3DW-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.C5FBFC9B-99B0-4D7A-BFD5-6F9107B3E212.txt
TCGA-ET-A40P	TCGA-ET-A40P-01A	B365ABDA-56B4-472F-A17A-EC341128DD09	TCGA-ET-A40P-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B365ABDA-56B4-472F-A17A-EC341128DD09.txt
TCGA-ET-A40Q	TCGA-ET-A40Q-01A	31B23C13-C03A-479E-849B-D65C42015E05	TCGA-ET-A40Q-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.31B23C13-C03A-479E-849B-D65C42015E05.txt
TCGA-ET-A40R	TCGA-ET-A40R-01A	5893CFA7-9BFC-49ED-B5A6-ADE6F0C7D7DA	TCGA-ET-A40R-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.5893CFA7-9BFC-49ED-B5A6-ADE6F0C7D7DA.txt
TCGA-ET-A40S	TCGA-ET-A40S-01A	#N/A	TCGA-ET-A40S-01A	0
TCGA-ET-A40T	TCGA-ET-A40T-01A	#N/A	TCGA-ET-A40T-01A	0
TCGA-ET-A4KN	TCGA-ET-A4KN-01A	62D3B042-6AC1-4C1A-AF11-71A2AAB84F97	TCGA-ET-A4KN-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.62D3B042-6AC1-4C1A-AF11-71A2AAB84F97.txt
TCGA-ET-A4KQ	TCGA-ET-A4KQ-01A	9CF38E30-2537-4A61-AC96-1B4C408DFA8D	TCGA-ET-A4KQ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9CF38E30-2537-4A61-AC96-1B4C408DFA8D.txt
TCGA-FE-A22Z	TCGA-FE-A22Z-01A	F82EABE6-1B28-4156-819A-317CECBDD6FF	TCGA-FE-A22Z-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F82EABE6-1B28-4156-819A-317CECBDD6FF.txt
TCGA-FE-A230	TCGA-FE-A230-01A	A41C73E4-502E-448C-AFD7-71E9AD25A85D	TCGA-FE-A230-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A41C73E4-502E-448C-AFD7-71E9AD25A85D.txt
TCGA-FE-A231	TCGA-FE-A231-01A	265A8165-1898-402F-8489-1B8ED8798B2F	TCGA-FE-A231-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.265A8165-1898-402F-8489-1B8ED8798B2F.txt
TCGA-FE-A232	TCGA-FE-A232-01A	6BFAD62B-E42D-4A21-AE21-77A8BD3280C7	TCGA-FE-A232-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.6BFAD62B-E42D-4A21-AE21-77A8BD3280C7.txt
TCGA-FE-A233	TCGA-FE-A233-01A	AE97F115-0041-4F8B-8FE6-05BF30706DE7	TCGA-FE-A233-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.AE97F115-0041-4F8B-8FE6-05BF30706DE7.txt
TCGA-FE-A234	TCGA-FE-A234-01A	3C08D7BB-9D73-482E-89F6-699D3BE7E0B8	TCGA-FE-A234-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.3C08D7BB-9D73-482E-89F6-699D3BE7E0B8.txt
TCGA-FE-A235	TCGA-FE-A235-01A	72A1C3A5-039D-4CB1-9E04-0ADD89AB1D75	TCGA-FE-A235-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.72A1C3A5-039D-4CB1-9E04-0ADD89AB1D75.txt
TCGA-FE-A236	TCGA-FE-A236-01A	C45938C1-2AE6-43C3-A81C-BBC6EF7A0945	TCGA-FE-A236-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.C45938C1-2AE6-43C3-A81C-BBC6EF7A0945.txt
TCGA-FE-A237	TCGA-FE-A237-01A	51B822E3-3705-47CE-936C-5E5A3E69148A	TCGA-FE-A237-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.51B822E3-3705-47CE-936C-5E5A3E69148A.txt
TCGA-FE-A238	TCGA-FE-A238-01A	#N/A	TCGA-FE-A238-01A	0
TCGA-FE-A239	TCGA-FE-A239-01A	B9881C25-7A67-4E38-8E99-00FE7FF8076F	TCGA-FE-A239-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B9881C25-7A67-4E38-8E99-00FE7FF8076F.txt
TCGA-FE-A23A	TCGA-FE-A23A-01A	28BDFFCF-932C-4D8C-B0A5-862D70785115	TCGA-FE-A23A-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.28BDFFCF-932C-4D8C-B0A5-862D70785115.txt
TCGA-FE-A3PA	TCGA-FE-A3PA-01A	39015F47-C4FB-4143-B3AD-1DFC0256563B	TCGA-FE-A3PA-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.39015F47-C4FB-4143-B3AD-1DFC0256563B.txt
TCGA-FE-A3PB	TCGA-FE-A3PB-01A	#N/A	TCGA-FE-A3PB-01A	0
TCGA-FE-A3PC	TCGA-FE-A3PC-01A	6B734796-552C-4BB8-BC9D-2B90EB6F7117	TCGA-FE-A3PC-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.6B734796-552C-4BB8-BC9D-2B90EB6F7117.txt
TCGA-FE-A3PD	TCGA-FE-A3PD-01A	72D3C46C-AE79-42EC-AC52-7DD61830F5AC	TCGA-FE-A3PD-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.72D3C46C-AE79-42EC-AC52-7DD61830F5AC.txt
TCGA-FK-A3S3	TCGA-FK-A3S3-01A	#N/A	TCGA-FK-A3S3-01A	0
TCGA-FK-A3SB	TCGA-FK-A3SB-01A	#N/A	TCGA-FK-A3SB-01A	0
TCGA-FK-A3SD	TCGA-FK-A3SD-01A	E8E3FEDA-0F5D-41B5-BB90-FA755E306FF6	TCGA-FK-A3SD-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E8E3FEDA-0F5D-41B5-BB90-FA755E306FF6.txt
TCGA-FK-A3SE	TCGA-FK-A3SE-01A	4AB4C6AF-26B6-4D7E-A188-8A9488C97D75	TCGA-FK-A3SE-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.4AB4C6AF-26B6-4D7E-A188-8A9488C97D75.txt
TCGA-FK-A3SG	TCGA-FK-A3SG-01A	#N/A	TCGA-FK-A3SG-01A	0
TCGA-FK-A3SH	TCGA-FK-A3SH-01A	#N/A	TCGA-FK-A3SH-01A	0
TCGA-FK-A4UB	TCGA-FK-A4UB-01A	#N/A	TCGA-FK-A4UB-01A	0
TCGA-FY-A2QD	TCGA-FY-A2QD-01A	7129574D-9539-4F0C-94D6-51C81CCF3F34	TCGA-FY-A2QD-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.7129574D-9539-4F0C-94D6-51C81CCF3F34.txt
TCGA-FY-A3BL	TCGA-FY-A3BL-01A	1230DB27-FCE9-4158-989E-A096A0979BFF	TCGA-FY-A3BL-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1230DB27-FCE9-4158-989E-A096A0979BFF.txt
TCGA-FY-A3I4	TCGA-FY-A3I4-01A	#N/A	TCGA-FY-A3I4-01A	0
TCGA-FY-A3I5	TCGA-FY-A3I5-01A	#N/A	TCGA-FY-A3I5-01A	0
TCGA-FY-A3NM	TCGA-FY-A3NM-01A	#N/A	TCGA-FY-A3NM-01A	0
TCGA-FY-A3NN	TCGA-FY-A3NN-01A	#N/A	TCGA-FY-A3NN-01A	0
TCGA-FY-A3NP	TCGA-FY-A3NP-01A	#N/A	TCGA-FY-A3NP-01A	0
TCGA-FY-A3ON	TCGA-FY-A3ON-01A	4CB53B78-E971-4A93-B76B-E7F08739FB77	TCGA-FY-A3ON-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.4CB53B78-E971-4A93-B76B-E7F08739FB77.txt
TCGA-FY-A3R6	TCGA-FY-A3R6-01A	#N/A	TCGA-FY-A3R6-01A	0
TCGA-FY-A3R7	TCGA-FY-A3R7-01A	#N/A	TCGA-FY-A3R7-01A	0
TCGA-FY-A3R8	TCGA-FY-A3R8-01A	#N/A	TCGA-FY-A3R8-01A	0
TCGA-FY-A3R9	TCGA-FY-A3R9-01A	#N/A	TCGA-FY-A3R9-01A	0
TCGA-FY-A3RA	TCGA-FY-A3RA-01A	#N/A	TCGA-FY-A3RA-01A	0
TCGA-FY-A3TY	TCGA-FY-A3TY-01A	93904DAF-064F-4E3C-BE4F-BE2CB5D65851	TCGA-FY-A3TY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.93904DAF-064F-4E3C-BE4F-BE2CB5D65851.txt
TCGA-FY-A3W9	TCGA-FY-A3W9-01A	2D78322B-F974-496A-B25B-0A660F52DD34	TCGA-FY-A3W9-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.2D78322B-F974-496A-B25B-0A660F52DD34.txt
TCGA-FY-A3WA	TCGA-FY-A3WA-01A	21ECB5B3-A83C-4610-A894-F4FE31D01B51	TCGA-FY-A3WA-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.21ECB5B3-A83C-4610-A894-F4FE31D01B51.txt
TCGA-FY-A3YR	TCGA-FY-A3YR-01A	#N/A	TCGA-FY-A3YR-01A	0
TCGA-FY-A40K	TCGA-FY-A40K-01A	#N/A	TCGA-FY-A40K-01A	0
TCGA-FY-A40L	TCGA-FY-A40L-01A	221DA312-C778-4B45-BB8A-C17768F0DDA6	TCGA-FY-A40L-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.221DA312-C778-4B45-BB8A-C17768F0DDA6.txt
TCGA-FY-A40M	TCGA-FY-A40M-01A	DF2323C4-0F34-4DB1-9735-B53F85C0CB32	TCGA-FY-A40M-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.DF2323C4-0F34-4DB1-9735-B53F85C0CB32.txt
TCGA-FY-A40N	TCGA-FY-A40N-01A	#N/A	TCGA-FY-A40N-01A	0
TCGA-FY-A4B0	TCGA-FY-A4B0-01A	#N/A	TCGA-FY-A4B0-01A	0
TCGA-FY-A4B3	TCGA-FY-A4B3-01A	#N/A	TCGA-FY-A4B3-01A	0
TCGA-FY-A4B4	TCGA-FY-A4B4-01A	#N/A	TCGA-FY-A4B4-01A	0
TCGA-FY-A76V	TCGA-FY-A76V-01A	#N/A	TCGA-FY-A76V-01A	0
TCGA-GE-A2C6	TCGA-GE-A2C6-01A	FFBA3C9E-1FFE-4A4F-9CA7-E164589B821A	TCGA-GE-A2C6-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.FFBA3C9E-1FFE-4A4F-9CA7-E164589B821A.txt
TCGA-H2-A26U	TCGA-H2-A26U-01A	#N/A	TCGA-H2-A26U-01A	0
TCGA-H2-A2K9	TCGA-H2-A2K9-01A	424205F2-EE11-4238-942E-8A7A1BCA2FA6	TCGA-H2-A2K9-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.424205F2-EE11-4238-942E-8A7A1BCA2FA6.txt
TCGA-H2-A3RH	TCGA-H2-A3RH-01A	A159A331-E4BD-473F-8300-066D82DEC147	TCGA-H2-A3RH-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A159A331-E4BD-473F-8300-066D82DEC147.txt
TCGA-H2-A3RI	TCGA-H2-A3RI-01A	2EDB4A1B-1D0E-4356-97E7-61B6178A9320	TCGA-H2-A3RI-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.2EDB4A1B-1D0E-4356-97E7-61B6178A9320.txt
TCGA-H2-A421	TCGA-H2-A421-01A	#N/A	TCGA-H2-A421-01A	0
TCGA-H2-A422	TCGA-H2-A422-01A	83F61BCB-00CB-41CB-AFA8-E552593A20FB	TCGA-H2-A422-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.83F61BCB-00CB-41CB-AFA8-E552593A20FB.txt
TCGA-IM-A3EB	TCGA-IM-A3EB-01A	DBD862EE-698A-4F12-B262-528C48CB177D	TCGA-IM-A3EB-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.DBD862EE-698A-4F12-B262-528C48CB177D.txt
TCGA-IM-A3ED	TCGA-IM-A3ED-01A	3C4775E4-7759-4EF0-B6C3-2D14166C5C1A	TCGA-IM-A3ED-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.3C4775E4-7759-4EF0-B6C3-2D14166C5C1A.txt
TCGA-IM-A3U2	TCGA-IM-A3U2-01A	#N/A	TCGA-IM-A3U2-01A	0
TCGA-IM-A3U3	TCGA-IM-A3U3-01A	#N/A	TCGA-IM-A3U3-01A	0
TCGA-IM-A41Y	TCGA-IM-A41Y-01A	154BB195-5F74-4CE6-A6BA-9F7C4D91F24B	TCGA-IM-A41Y-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.154BB195-5F74-4CE6-A6BA-9F7C4D91F24B.txt
TCGA-IM-A41Z	TCGA-IM-A41Z-01A	#N/A	TCGA-IM-A41Z-01A	0
TCGA-IM-A420	TCGA-IM-A420-01A	#N/A	TCGA-IM-A420-01A	0
TCGA-IM-A4EB	TCGA-IM-A4EB-01A	#N/A	TCGA-IM-A4EB-01A	0
TCGA-J8-A3NZ	TCGA-J8-A3NZ-01A	94B4B333-B0F9-49E7-B5D8-BA5E5874398D	TCGA-J8-A3NZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.94B4B333-B0F9-49E7-B5D8-BA5E5874398D.txt
TCGA-J8-A3O0	TCGA-J8-A3O0-01A	16D928E2-84E7-40C4-A13F-60C5EA632819	TCGA-J8-A3O0-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.16D928E2-84E7-40C4-A13F-60C5EA632819.txt
TCGA-J8-A3O1	TCGA-J8-A3O1-01A	0E1A188B-6B14-443A-963B-7165CF347DB2	TCGA-J8-A3O1-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0E1A188B-6B14-443A-963B-7165CF347DB2.txt
TCGA-J8-A3O2	TCGA-J8-A3O2-01A	769E9408-094B-4022-B6B8-B7C9DC640B5E	TCGA-J8-A3O2-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.769E9408-094B-4022-B6B8-B7C9DC640B5E.txt
TCGA-J8-A3YD	TCGA-J8-A3YD-01A	#N/A	TCGA-J8-A3YD-01A	0
TCGA-J8-A3YE	TCGA-J8-A3YE-01A	#N/A	TCGA-J8-A3YE-01A	0
